,퀘스트지상주의,장씨세가 호위무사,호랑신랑뎐,소녀의 세계,백수세끼,신화급 귀속 아이템을 손에 넣었다,앵무살수,팔이피플,버림받은 왕녀의 은밀한 침실,잔불의 기사,불청객,절대검감,똑 닮은 딸,리턴 투 플레이어,"아, 쫌 참으세요 영주님!",히어로메이커,메리의 불타는 행복회로,꼬리잡기,물어보는 사이,이별 후 사내 결혼,더블클릭,순정말고 순종,결혼생활 그림일기,아슈타르테,황제와의 하룻밤,북부 공작님을 유혹하겠습니다,신군,파운더,꿈의 기업,오빠집이 비어서,미니어처 생활백서,우산 없는 애,제왕: 빛과 그림자,다시쓰는 연애사,굿바이 유교보이,오늘의 비너스,칼가는 소녀,하루의 하루,세번째 로망스,"또다시, 계약 부부",레지나레나 - 용서받지 못한 그대에게,버그이터,원작은 완결난 지 한참 됐습니다만,찌질하지만 로맨스는 하고 싶어,사랑의 헌옷수거함,말박왕,루크 비셸 따라잡기,아마도,최후의 금빛아이,모스크바의 여명,백호랑,경비실에서 안내방송 드립니다,입술이 예쁜 남자,달로 만든 아이,싸이코 리벤지,그림자 신부,파견체,왕따협상,매지컬 급식:암살법사,나만의 고막남친,모락모락 왕세자님,지옥연애환담,모노마니아,악녀 18세 공략기,흔들리는 세계로부터,역주행!,디나운스,사막에 핀 달,결혼공략,헬로맨스,슈퍼스타 천대리,오로지 오로라,남주서치,기사님을 지켜줘,별을 쫓는 소년들,김부장,여신강림,대학원 탈출일지,마루는 강쥐,1을 줄게,내가 키운 S급들,멸망 이후의 세계,시체기사 군터,용사가 돌아왔다,중증외상센터 : 골든 아워,삼국지톡,악몽의 형상,랜덤채팅의 그녀!,집이 없어,천마는 평범하게 살 수 없다,하북팽가 막내아들,초인의 게임,호랑이 들어와요,원주민 공포만화,여우자매,에이머,왕게임,윌유메리미,덴큐,올가미
여신강림,17799.6888492611,10103.498589700286,11183.086074433462,15755.654245470574,11921.615058458145,19154.085069354514,9832.116526838809,2926.7512533531194,6393.633976042779,9969.812750824269,13597.594707398712,3322.7066610617267,2726.721477905024,9109.196921405892,14447.621807887528,14254.721701120505,6237.230708309977,13595.021975325786,1646.745100456439,15133.010216015797,713.1506837160834,14877.600558228272,2096.151137452487,1088.7835732778826,11634.101804008347,984.4955367013446,2905.790374768804,10608.205591918671,1937.0495467531025,8771.408428566067,17041.564042611655,12882.82829036581,11397.765880041248,10456.29615320139,10589.95217802701,7876.613906802704,29000.06192602691,12146.81170523885,1346.1501582772355,1866.8846191363689,9109.339222698118,2984.829532789224,10275.509988864029,4322.325033369762,13052.161188740503,18819.03629721106,4125.974786910787,4394.816802242441,5570.441923472057,14336.29621023421,3555.091838821003,25788.076323413672,20624.03831842328,1652.9834530263497,12508.94519580332,19132.972004306448,6342.618869762672,9364.569124764628,24747.126212461026,4246.579263820057,2772.210634042042,13927.750583864958,15131.706873461637,818.0376913550629,7014.3603260843865,6795.647026163875,14056.745074505232,13038.41851556874,4102.131087670086,1341.8810996914374,19194.385162399165,7350.873356960471,7582.689364256506,7360.296967652175,7250.515340467331,9577.625514166006,0.0,1168.275270285358,3507.812367771692,16386.583047498083,9602.593477292594,14568.153216025808,363.9261001906838,11541.835270316227,15137.436135881224,20841.62996250272,26868.84747054213,23224.251159970507,2082.259146616547,15233.467461512628,16700.3079197727,13002.22391871726,9681.470965044591,5413.094903938368,13283.337906366263,22926.288036805738,2779.4551873244104,25769.19726586784,12033.337735357643,4249.311448059839
대학원 탈출일지,16925.58074633692,9205.66467954597,10303.014986859738,14912.02548445808,11036.422423550915,18278.68749752851,10947.723786453427,3887.7247319832986,5531.079003608178,9150.60156038604,12789.860517271576,2476.711575932524,3537.2193239508742,8293.330410498065,13546.36606748489,13416.88276006801,5382.357247579277,12771.395695556594,2298.5410565657944,14280.519407305906,1611.097351385234,13958.533650222673,1259.2810765123024,1138.5314302318209,10774.669337046736,1788.18991123202,4004.143739482563,9768.391003743856,2672.105204275965,7922.510203594827,16192.087633478784,12023.23042495464,10491.58661810546,9667.054185177987,9808.424021727013,6977.5732589142335,28127.170295487653,11272.989217401497,2481.24950375275,1454.9952502561391,8145.554043439551,3002.1441755026203,9403.16562712808,3383.1023652113654,12210.485331522452,17989.77091285256,3310.337893570342,3670.371105576126,4843.130780083648,13467.34403159426,3026.779823342394,24896.268590419862,19770.26601743208,2732.3357048467474,11659.702476647371,18341.323020566764,5605.452273983992,8480.746433028024,23860.43549309779,3525.4160964469565,2141.290092543379,13090.908854038176,14243.856862642891,818.1255060278258,6061.932523555322,6004.166863051984,13161.533026489453,12165.684941773685,3503.864724972317,2424.65624297331,18352.10149482122,6475.826530874129,6834.528154385886,6487.203076406977,6395.557531344085,8666.943387066154,1168.275270285358,0.0,2660.198804516782,15535.630089462302,8765.787705229131,15502.868835977024,1079.79369837578,10637.890915267097,14270.654257240694,20012.951540051443,25965.067808163007,22316.16580294537,1320.4420914638974,14380.343258478386,15773.346230386784,12096.311007443926,8807.06293901347,4321.085347368877,12451.068777866816,22029.0014775589,2040.7754457848507,24870.750887350736,11306.670947109538,3165.1633687179
마루는 강쥐,14301.749677260384,6596.79101078627,7680.799400827688,12271.17983392446,8418.244509420501,15655.96361176414,13210.021883889003,6430.148797599869,2892.0900725677766,6497.571818560806,10135.748870580326,186.11861182253145,6159.693745173284,5638.659295486628,10941.54911820094,10772.964248828854,2738.463075987747,10121.880366618194,4944.511983618031,11643.660579606112,4151.661011944791,11369.83680533853,1430.4092575688485,2552.060178188434,8139.789470654414,4377.537930541995,6373.291263610845,7123.21342942944,5307.097656952094,5279.708591564192,13554.3722020667,9389.136202923204,7890.441493960263,7008.227179187167,7148.862299794715,4368.989616002316,25504.18808457852,8647.048186565498,4417.701782476985,1767.633867027917,5616.595147341863,2435.63398800404,6775.147995062223,878.6239756194428,9567.644904697729,15343.920520446563,652.2152688023549,1078.887493434386,2206.637661084373,10839.295887861314,1099.4977392702194,22285.62606693608,17135.525722300008,5152.03630043572,9020.057749078813,15685.115058476267,2956.353114461729,5860.164104103925,21246.04594092778,952.2929230739088,913.901614599152,10446.43873913766,11628.707099549794,2700.113062994716,3522.9665148355643,3344.010946705824,10551.713628475813,9539.460732823089,1179.965847177824,4843.678471221191,15711.62349645523,3846.879031211587,4177.7522170164,3856.869415926775,3753.730129700669,6069.820262349855,3507.812367771692,2660.198804516782,0.0,12898.43520443303,6118.502577355941,18074.615533996643,3199.994271982822,8034.768723548193,11641.594935592037,17367.309242761054,23363.68613335045,19718.096635658043,1426.1450265156332,11743.840119937186,13192.521035704352,9495.222756394762,6179.97659523496,2340.7536979487536,9804.495095496655,19422.19626381658,763.8874675712937,22265.08637520959,8649.148317485122,1401.7410493296877
1을 줄게,1484.7846300914562,6354.140068034071,5242.949804482546,643.4304813230228,4522.9510068583095,2807.7421484680704,25700.588265901213,19312.85995405823,10008.080529190502,6422.345836194704,2871.4870027960314,13084.524490387095,19057.516403310183,7281.748819315091,2192.534550063929,2139.737157769513,10160.181886953147,2821.238563258968,17833.139613083706,1255.1150573624543,17047.69873768203,2054.6420272467462,14328.824960421814,15358.819441675438,4760.9607949988,17275.968613666355,19167.2203797028,5778.381398768827,18201.37679284997,7618.80624750949,656.6036537799754,3512.813416950386,5107.335341276483,5976.988583704787,5861.657198934086,8566.135723867494,12618.643626203757,4271.421645489033,17089.407641668975,14547.796325514935,7556.207516202866,14145.068449794288,6134.214945195425,12157.264499027951,3335.133809111664,2486.483693594057,12264.8574746495,12003.540417789573,10845.626146028528,2087.708441266461,12938.87951328359,9442.066432067146,4237.568495710832,18003.71943296829,3878.511941610582,3038.996402299292,10080.525636730305,7060.035434385584,8392.845766069257,12150.979819249767,13625.089866826327,2466.0694460691875,1465.062330675822,15569.437343378648,9532.310815860994,9596.568632023567,2498.359939052239,3383.0849008949217,12368.311989681211,17702.39951439695,2819.063982829224,9059.823159181691,8854.64779382149,9048.538205102748,9144.927036549489,6906.453931869133,16386.583047498083,15535.630089462302,12898.43520443303,0.0,6784.005351780465,30939.415462055225,16058.136843507553,4958.298531148397,1294.1989510028895,4494.671293805207,10551.90238319766,6956.395256128261,14318.509996238734,1155.346096182488,1639.745395682437,3559.473093175275,6730.090424872414,11615.874881316708,3112.718173827105,6615.5717325416,13607.80947037766,9441.494020711643,4724.392113541979,12589.105316725856
내가 키운 S급들,8203.882457671614,872.1114411898641,1651.5874689142518,6154.061378487407,2381.096419745557,9557.784224343432,19027.15080977623,12528.965871041615,3235.298993250339,426.1507815493366,4030.856919661291,6304.443676781626,12278.063143508569,533.8444260136772,4905.801391077457,4654.678321734686,3383.512221422013,4005.6963620495103,11059.91303111053,5530.518522342452,10264.853224355358,5379.187135107013,7548.657311623643,8578.402142244244,2041.8348454934653,10495.031523868598,12395.94426874034,1005.6338120937176,11424.999488537627,848.2618625598479,7439.140199249058,3285.1708738805746,1975.745127584004,1033.5159299177585,1197.88752105355,1877.7513977953283,19399.16928793977,2573.1409255504927,10333.131069523171,7767.022365669579,1623.094308433403,7472.265716957996,780.7495813769019,5402.241550397441,3450.1954014985577,9225.572254458177,5481.865331850887,5224.24345127714,4079.58669834598,4742.428321637334,6181.529303523785,16198.569307939715,11021.517897646054,11222.249648735038,2906.78601511722,9583.937287113857,3327.255957684325,598.4555348707049,15154.3418504754,5371.1329510566775,6843.260712980143,4328.042421362728,5557.880322645467,8785.530211444348,2906.38977368277,2819.062301823676,4505.3021283003545,3454.434998668856,5610.943485568868,10920.002991126985,9594.05839809026,2305.6739406129605,2149.3551822211834,2292.196295707457,2370.9233548987536,874.3962379195342,9602.593477292594,8765.787705229131,6118.502577355941,6784.005351780465,0.0,24159.67047243866,9274.883171145784,2096.0181788632967,5540.2652130948045,11248.958617880096,17290.099362686255,13655.601872197109,7535.802455845263,5631.021953797529,7201.344245785611,3499.7463196645954,439.3532968319429,5099.753394518598,3686.116360087303,13344.64427085238,6823.845410277722,16185.7761406495,2813.922925490285,5930.200084335441
멸망 이후의 세계,32362.54963419686,24671.315020173104,25750.46870026935,30304.78910657273,26489.34367496,33716.786689552544,6296.6724121275765,11644.864598973636,20961.595711764057,24517.10214761249,28124.115950268973,17889.049316199573,11973.000914699029,23657.737567329543,29015.73065560744,28802.593359705228,20804.779057965887,28134.45686625643,13226.300515123576,29688.207465754167,13931.242386424936,29443.207678964824,16651.972475682527,15581.345893811043,26196.4229326166,13721.95517918157,11780.298065357058,25164.36150377524,12842.45690564318,23334.40164593463,31592.717777254853,27443.847341200108,25964.992156723867,24980.62611556828,25106.98727391317,22443.39213591849,43557.74289578676,26712.68351020055,13878.940670406426,16392.674248091625,23647.39119933754,16923.736148243643,24842.203797598835,18868.239513387827,27604.51715829136,33352.146414694194,18693.219415160824,18936.320924923257,20095.26012588172,28899.406461093386,18010.472428925852,40354.273832656254,35174.312000332626,12937.735135920677,27066.056376838496,33624.067938629334,20862.9310464984,23932.677673515307,39312.058914415626,18789.082679813124,17316.500758172668,28475.594478216128,29699.023425489017,15381.630651788191,21559.12667508839,21343.249247480893,28624.852095260023,27603.50319224896,18579.35670069733,13241.194254666236,33737.84191578965,21919.006865011936,22096.2641033672,21928.38199486273,21817.01798807521,24143.29809402116,14568.153216025808,15502.868835977024,18074.615533996643,30939.415462055225,24159.67047243866,0.0,14887.956771848822,26109.38415520493,29699.18352847996,35370.88514556337,41436.86552524179,37792.37467829867,16648.47620710303,29788.88170832272,31263.886135693538,27569.83808126901,24248.779825600872,19748.35038746001,27829.5461062181,37493.8534298053,17345.465250100926,40336.70274420574,26477.780022735755,18627.91355999372
시체기사 군터,17475.518809177873,9788.250161695429,10862.95586929517,15426.004299118567,11602.1434830697,18829.867967383216,10075.49413567461,3256.8612043237417,6075.702114186196,9638.581381919348,13262.381046732848,3016.383842625868,3082.780232051561,8778.124150238305,14130.574510613496,13924.50851812491,5918.034057056469,13262.511796877854,2009.686590263567,14805.256528028704,1076.7994035947263,14564.72149898022,1812.2214930553064,728.4714297400731,11309.325874949463,1348.3898809871816,3179.539998453793,10280.262731767232,2300.365363583782,8446.865422813762,16712.65299571349,12557.404274630666,11083.511136573155,10119.71524936397,10252.089824941351,7564.215571185639,28673.930189346105,11824.727066519175,1420.2832759465073,1520.07508591581,8812.895197265181,2630.734102320069,9954.381517928352,4031.458458857838,12723.165233313404,18486.000066381097,3806.829770591783,4058.7741440791024,5230.97519268559,14012.146550597492,3201.103628605552,25466.337141391312,20295.170418340786,1953.4058728513785,12181.659493268966,18793.72545280883,6002.887670340635,9046.787979974191,24424.388507723863,3910.728191367626,2435.0263519459354,13597.480432624076,14811.32297310693,502.0409583162868,6717.761237310492,6463.400780499591,13738.455432184704,12715.632770474966,3752.102295419498,1647.1592749159563,18863.62046632933,7033.777050507725,7242.623341110157,7042.753204464898,6929.288840004567,9265.98220136618,363.9261001906838,1079.79369837578,3199.994271982822,16058.136843507553,9274.883171145784,14887.956771848822,0.0,11226.944382588385,14812.538852775191,20508.11500321875,26549.71397747608,22906.61556748233,1782.0890698804722,14905.802881056254,16388.807382528274,12686.95096291287,9361.303381610804,5179.476043825763,12952.500198524329,22606.17748564443,2458.784517127337,25448.9597524848,11687.243123504748,4016.626785294384
용사가 돌아왔다,6298.828435026633,1438.7197597507754,489.4486411454905,4365.405013148016,480.3986119659787,7648.458395685277,21077.149586536565,14464.768957134893,5151.985630093987,1888.932611760228,2564.970459746018,8220.350304981406,14172.64639027344,2629.378056690498,2908.771557958944,2941.8412890696204,5310.8478563164645,2431.842636343927,12935.690767754417,3717.7230657975033,12182.18935932434,3339.850703547777,9459.080495987337,10548.441766673834,657.2603586119428,12400.035441686196,14379.510465919016,1258.0548075785482,13309.768830667748,2829.3899887480784,5611.541734967873,1523.964053877793,149.03689863297947,1825.6308107155392,1842.7721719497576,3666.3387726236992,17492.894772706768,767.9030865323265,12343.01457033897,9738.740021053542,2601.38722878778,9541.416413812938,1324.6868115018117,7255.226914393639,1811.0451125239367,7443.1334775336945,7420.36729780848,7215.518127642724,6108.054384808373,2870.598783911429,8205.857356543833,14258.451603779677,9162.40026858892,13180.236197897591,1289.376872259251,7912.024806694607,5378.007287027532,2184.992153567825,13222.756954690947,7359.443237154867,8814.341105967671,2640.403727499005,3609.87147879644,10730.367484048278,4592.642316076188,4841.324795486005,2524.5377986210065,1589.1313743723638,7638.578683288736,12873.79228972233,7771.22987360588,4193.730138263838,4237.679630766094,4185.1962680434135,4306.745513299904,1971.047166091863,11541.835270316227,10637.890915267097,8034.768723548193,4958.298531148397,2096.0181788632967,26109.38415520493,11226.944382588385,0.0,3668.978500012366,9451.947589467252,15330.682747789784,11683.835453566684,9460.909899664235,3813.678512504669,5166.389294025444,1460.4593463486838,1888.526837292217,6657.745004830313,2088.811374520636,11391.82322566403,8768.231465037243,14234.155751776696,2490.49803217267,7639.664920366542
중증외상센터 : 골든 아워,2663.617488089173,5075.103566749021,3968.7209178324233,766.5550756151197,3241.245578646281,4017.641021828381,24517.850686183014,18064.18274061333,8749.559345048723,5193.836467012098,1817.249886837316,11827.708647768532,17797.67877868511,6048.494026098068,958.8749922736672,1010.5626493056247,8903.493294993163,1694.0483867854996,16569.008631055247,265.5522457723103,15792.96114220314,1050.602907823871,13071.404016490304,14118.29594362654,3503.355707266253,16018.2521823214,17935.601105696554,4537.027123925876,16939.189463407016,6366.064317376725,1943.564222668807,2255.349337573867,3817.9615244696975,4784.056096370694,4680.7024650763005,7295.137874656898,13863.01107565801,2997.809315411426,15867.328996917317,13306.86676634794,6264.177564788208,12954.011959534617,4868.025813322457,10889.345499943262,2117.5548179878406,3780.2980493577024,11012.356810536954,10764.503849698383,9615.566233073445,803.5047944446353,11714.631814175063,10658.753380298664,5501.864643422508,16761.469056371247,2637.4016337057465,4309.949763859548,8855.484988128394,5790.182506923861,9614.098002344082,10911.353777070315,12382.7415647998,1306.4795449850972,401.52497576638063,14321.33949535374,8251.686819146442,8358.858078346064,1214.207854565248,2105.4186874287384,11143.709448622883,16458.54188932798,4102.296843595965,7797.257039734927,7640.260942032944,7786.551458735796,7888.577160022728,5624.84191173447,15137.436135881224,14270.654257240694,11641.594935592037,1294.1989510028895,5540.2652130948045,29699.18352847996,14812.538852775191,3668.978500012366,0.0,5783.424263373252,11754.095543386757,8129.007701993526,13064.441772969809,274.73896047641324,1973.7673517087344,2265.923924593474,5464.022924448602,10325.085290456414,1930.568402013596,7808.948626599082,12357.983876422217,10647.97867888347,3721.880253136632,11305.490409921307
삼국지톡,3246.621286184782,10847.406320917256,9734.755779982774,5105.1106618727335,9017.418527247131,2057.962100121354,30019.804240282665,23764.94248469649,14482.024009044935,10873.035668425213,7247.630331797453,17553.197629673417,23526.492318631324,11733.521041135871,6619.501864578367,6596.125368060671,14631.867130681709,7247.073509754369,22308.43390031801,5744.652615322279,21510.478162769075,6336.104051300105,18797.250056316643,19801.749340432823,9244.149104195934,21742.850913751936,23590.958597974422,10244.994009316872,22673.95632212785,12090.55439837068,3840.419862194194,8000.145697664983,9600.96774323224,10391.759382446658,10264.02707481799,13053.442697522529,8246.103192158556,8763.858548492226,21499.234615897392,18992.4012001764,12047.153398215234,18506.88995510343,10620.335239449209,16639.58691465443,7802.67463345338,2023.3905138675427,16728.78978029475,16449.38948849838,15281.243791452634,6581.8503619836765,17360.44036828559,5241.195709385897,669.4954274415271,22446.54634621165,8355.21268696935,1897.0142279703207,14511.300394607695,11547.674772574792,4205.990013528298,16597.39994462392,18073.09595064927,6922.044731837257,5884.977252159922,20023.667553337327,14025.545517767538,14045.988714415478,6963.815262108692,7877.297688654526,16791.82037870978,22148.087644294752,1686.259601998294,13539.135888100578,13275.496550769083,13527.287381486807,13617.65937843941,11400.481676483889,20841.62996250272,20012.951540051443,17367.309242761054,4494.671293805207,11248.958617880096,35370.88514556337,20508.11500321875,9451.947589467252,5783.424263373252,0.0,6391.507040999774,3210.357657481378,18782.434279642173,5646.292767143614,4794.201537496945,8037.515825081307,11215.307810410211,16108.481971367772,7562.849448616314,2774.376767882652,18066.57741011625,5293.397205521919,8945.466200707127,17083.291956458048
악몽의 형상,9094.460119652944,16767.414861127356,15686.769300647557,11194.68526096699,14947.622195208272,7746.646023319297,36252.34298105557,29793.679193464595,20475.27842313132,16947.928928828125,13417.682000195107,23549.47382363192,29501.43776797604,17801.84175722648,12422.448649203016,12687.610640847664,20632.134777539093,13372.883710313788,28261.20370678286,11785.742875122149,27512.70968425799,12007.932898006036,24789.42552616848,25862.117196316885,15248.870681055709,27730.553242465376,29685.28353334376,16289.25950667544,28637.14104417105,18106.8712745419,9912.016316127558,14006.134482991703,15476.036125945062,16524.576903310877,16412.11273796897,18996.77169425295,2420.7098473572323,14726.875009396525,27621.099407227022,25050.826571969235,17841.115365595837,24696.014423102257,16595.646351821764,22584.08592314331,13865.996126366766,8284.215870141243,22743.69994674273,22511.99256730927,21368.386173394032,12548.28883093191,23468.3947630949,1151.9849648111867,6399.253127369915,28501.6471074404,14391.426803291122,8287.22228588733,20609.449396516306,17504.2922458548,2190.7146888431243,22658.267047852554,24125.952581233487,13012.09263942014,11738.758514060964,26055.29920839699,19906.45617369073,20109.04239734845,12812.14783290496,13838.038951668714,22897.479528967626,28196.82720242668,7846.0786909765075,19518.00596656097,19393.14977529213,19508.55052655427,19620.47258669554,17300.15350198224,26868.84747054213,25965.067808163007,23363.68613335045,10551.90238319766,17290.099362686255,41436.86552524179,26549.71397747608,15330.682747789784,11754.095543386757,6391.507040999774,0.0,3649.969228910902,24789.57557179137,11684.94086483746,10203.15015132412,13870.648372029736,17188.410626361114,21861.93216474309,13657.478445347911,3945.502340875492,24091.572341583764,1112.665533993007,15216.63607759638,22916.043049733573
랜덤채팅의 그녀!,5481.983577658728,13121.331981175688,12044.730337744008,7599.609172481925,11305.021571973772,4151.923527420559,32644.67858103593,26148.244900625723,16831.237578112807,13319.658890225455,9827.8772656159,19903.7865344826,25852.793066142,14170.645906694695,8776.645595400956,9079.959948994623,16988.59520193573,9769.768418694346,24611.954655751724,8173.37496907445,23865.96813669329,8358.294212075692,21142.915210011022,22221.44864830589,11613.768312778411,24082.87301131281,26047.25131892068,12657.343663825386,24988.178531923782,14467.739960945935,6330.489242546655,10375.053030013174,11828.82207396534,12909.8997362358,12801.815226697052,15350.170108870265,5914.404846779931,11088.011031595935,23988.689979612307,21410.385182348047,14191.206415120616,21082.10654107461,12954.30944744114,18935.74656452298,10245.481713850097,4831.6590145743885,19100.017904309963,18873.904500011773,17735.12787340198,8917.775848374324,19836.597316574127,2625.2704814796657,2988.232529895486,24859.14771331849,10763.75733622304,5032.244903506754,16979.0381352462,13860.017052816836,1674.8429805607657,19019.822000810647,20485.41293218308,9401.986738003146,8099.259931057248,22411.44370864161,16256.899928907284,16473.48507602435,9168.18376058518,10201.46327988902,19265.81473391536,24553.7733980146,4367.777023546213,15873.535548321175,15768.424950864131,15864.286766746034,15978.073133627902,13652.4451553398,23224.251159970507,22316.16580294537,19718.096635658043,6956.395256128261,13655.601872197109,37792.37467829867,22906.61556748233,11683.835453566684,8129.007701993526,3210.357657481378,3649.969228910902,0.0,21144.15864052099,8072.898550053056,6553.775550077278,10223.489751804733,13545.97372892002,18214.56418206768,10044.796817760824,440.56320668936576,20448.053401309888,2569.1242151938686,11661.211179767182,19266.408107777363
집이 없어,15725.439343408769,8022.889931798633,9105.696511617054,13689.788207466025,9843.522617631836,17079.751935580833,11836.16627165726,5004.127967045475,4316.107841074411,7909.756699127821,11544.746905363116,1240.700274140503,4745.66439879054,7049.597857440541,12367.570527444554,12190.320547737818,4161.118737753112,11535.607472793528,3547.5951615753825,13064.090514110496,2729.18986629997,12795.816120899855,146.77206598667752,1186.626210744161,9561.778960614862,2961.0352060705886,4961.289880950312,8541.204097997615,3901.163111293016,6700.074338678205,14974.133998410693,10811.019822925253,9316.583737189996,8409.75286214397,8547.300596475394,5795.097693638049,26927.40846215433,10071.125176166024,3069.605415516554,577.6865008177258,7031.547157858201,2074.598683905096,8199.304392416661,2249.727292503512,10985.93054515089,16759.182161349247,2053.9495393210404,2370.0877613270804,3549.2691735799035,12262.515044771171,1719.38776209479,23710.83896792514,18555.98306296325,3729.6996330215457,10440.01756091612,17089.53067566766,4317.711814428104,7285.66418917742,22670.85678227368,2223.1435295798856,826.0340493879679,11863.567722798682,13053.9555245903,1280.203654846496,4936.305053807904,4742.793564596074,11977.503719624285,10963.304712334531,2183.5178298398373,3420.3688863777165,17129.858935858232,5272.092385399877,5554.070552832014,5281.869388183149,5175.86513685875,7495.742013079789,2082.259146616547,1320.4420914638974,1426.1450265156332,14318.509996238734,7535.802455845263,16648.47620710303,1782.0890698804722,9460.909899664235,13064.441772969809,18782.434279642173,24789.57557179137,21144.15864052099,0.0,13164.384501215096,14618.214742887552,10921.362304841074,7604.4970350705025,3476.912594745084,11220.510541059131,20847.825967769582,729.28353099294,23690.73437266496,10022.958709916837,2335.8428222764514
천마는 평범하게 살 수 없다,2591.9996624593355,5201.116738900526,4088.8720569745633,556.386473515274,3372.151752914589,3938.904341137752,24572.70474425651,18159.942363704184,8853.162026606717,5273.008285047681,1789.01693616768,11929.9394832468,17902.68265066473,6131.443407668436,1209.5808276396835,1008.6466578596194,9005.480204609572,1701.4877787880944,16677.91254432725,100.85826214087852,15893.547694570196,1324.8833254947328,13174.199014731024,14207.729387946878,3605.68548772762,16121.373329093129,18018.973239870906,4625.545536201892,17046.295010118873,6464.40892859369,1811.9206383129133,2357.479471958356,3962.627489513079,4839.834372889246,4729.387204012912,7411.039730124397,13768.911809974816,3117.669204214527,15944.280984746454,13396.54603110436,6414.470970009528,13012.217844166056,4978.924472387973,11001.925258515996,2185.205322393259,3631.215075652973,11110.902720321386,10852.577603483236,9697.111883497775,949.9720709882944,11792.57480132109,10581.43945626607,5391.700613484545,16852.306903542918,2724.5734087012447,4120.711066567671,8933.473952722945,5904.925139302471,9533.912966591106,10999.875255034423,12473.408139732852,1329.0933500336168,667.8767962179606,14416.512877781335,8379.280937991974,8445.632554626765,1424.7576045252151,2231.8194536831866,11221.80827139023,16550.5622877764,3973.85297878974,7904.55846308498,7710.965234521591,7893.303137703292,7990.201915356863,5754.341896474078,15233.467461512628,14380.343258478386,11743.840119937186,1155.346096182488,5631.021953797529,29788.88170832272,14905.802881056254,3813.678512504669,274.73896047641324,5646.292767143614,11684.94086483746,8072.898550053056,13164.384501215096,0.0,2083.349658091924,2444.8103327808785,5574.771778852876,10470.651982030378,1972.85306930699,7742.805847614622,12454.428058921596,10576.267435014208,3686.978971373144,11437.140770230832
하북팽가 막내아들,1640.564325653453,6603.968711859327,5559.19889479299,1949.57609123209,4821.946036563628,2759.427610620144,26227.74747201842,19619.52801941996,10316.503933770586,6901.123152682135,3777.550771860546,13377.612153809843,19310.565197789805,7729.114247337642,2302.9101624441514,2970.4547688845687,10475.980991038028,3628.677683037056,18066.747909953723,2158.3595205197125,17332.865889953013,1827.0537137760048,14612.162667695862,15713.639179903825,5177.8981631008455,17545.579262346746,19545.28023467456,6226.800225316715,18444.49104147838,7984.459969553191,1721.9732225202042,3993.566934921043,5307.890063725356,6567.898159229818,6484.598888275494,8824.612376539611,12427.457739897523,4634.388823136395,17508.35035895511,14904.387093211048,7639.004880294661,14672.648673671092,6466.982550761569,12397.20651170314,3946.726083662974,3086.490250672145,12583.56528329481,12381.413752842476,11265.58367668608,2610.9962238305093,13366.590538273358,9158.608085168344,4332.391480755399,18342.19763308207,4395.256478094148,3901.2217874712464,10524.316759925414,7351.317313229214,8141.153606252722,12525.567330060983,13980.235070635606,3238.7946149369864,1753.50367976228,15891.029568121843,9711.543050549955,9998.66123569592,2706.537731695141,3782.254191771428,12797.870419808456,18034.955390229017,3194.2375784506903,9358.481788239038,9344.893444163865,9350.309299272078,9473.134571817336,7122.962139513224,16700.3079197727,15773.346230386784,13192.521035704352,1639.745395682437,7201.344245785611,31263.886135693538,16388.807382528274,5166.389294025444,1973.7673517087344,4794.201537496945,10203.15015132412,6553.775550077278,14618.214742887552,2083.349658091924,0.0,3711.9664016905576,7049.114776908131,11662.605742383595,3813.698769884206,6290.084602706689,13930.767084405794,9119.146497788548,5674.025488823813,12712.93180366288
초인의 게임,4854.733066409067,2898.8072372304937,1850.5005046598208,3001.015450471108,1120.852437252107,6199.9210827044335,22519.204957674785,15925.227468395473,6611.581103469897,3225.155837345666,1718.9118727079228,9680.808767390326,15631.728704351544,4031.218222504888,1450.6860535432702,1728.8616950046635,6770.091112037412,1490.5478739988623,14393.682100168724,2355.612173396621,13642.48117266142,1885.138318883272,10919.445669933935,12007.243678305613,1526.1404657501075,13859.911401784386,15837.662795095908,2551.0539481980754,14768.349834559373,4272.779320043808,4204.149554425029,762.6886837347662,1605.3929216463555,2977.676463602772,2928.823749662607,5126.74640104418,16038.801153093167,984.444394810212,13796.802814856308,11197.20233101751,4017.141676898266,10970.76597757561,2755.777699630177,8714.156903082167,1046.6672661166815,6043.7150718063895,8880.229817067458,8670.479968389409,7554.072152196417,1497.8603831605026,9654.728317531475,12800.143914953836,7726.023413720594,14640.172552937574,1017.6867524977064,6565.310123199034,6815.4125931048375,3642.2003104503024,11765.748149304478,8814.93905633111,10272.574538921408,1503.3218706832563,2164.238766400768,12190.576352498654,6045.038186825943,6287.0445786605005,1076.805632766397,553.1116527868426,9086.175881427964,14333.879936208885,6352.333584170731,5653.347109896905,5648.559443109359,5644.615818034925,5763.93006958353,3429.710632651212,13002.22391871726,12096.311007443926,9495.222756394762,3559.473093175275,3499.7463196645954,27569.83808126901,12686.95096291287,1460.4593463486838,2265.923924593474,8037.515825081307,13870.648372029736,10223.489751804733,10921.362304841074,2444.8103327808785,3711.9664016905576,0.0,3337.2793844255057,8078.894405678115,1241.041114993526,9932.721565435504,10228.187292753548,12774.735019008183,2752.9196251736,9082.652851344328
