,퀘스트지상주의,장씨세가 호위무사,호랑신랑뎐,소녀의 세계,백수세끼,신화급 귀속 아이템을 손에 넣었다,앵무살수,팔이피플,버림받은 왕녀의 은밀한 침실,잔불의 기사,불청객,절대검감,똑 닮은 딸,리턴 투 플레이어,"아, 쫌 참으세요 영주님!",히어로메이커,메리의 불타는 행복회로,꼬리잡기,물어보는 사이,이별 후 사내 결혼,더블클릭,순정말고 순종,결혼생활 그림일기,아슈타르테,황제와의 하룻밤,북부 공작님을 유혹하겠습니다,신군,파운더,꿈의 기업,오빠집이 비어서,미니어처 생활백서,우산 없는 애,제왕: 빛과 그림자,다시쓰는 연애사,굿바이 유교보이,오늘의 비너스,칼가는 소녀,하루의 하루,세번째 로망스,"또다시, 계약 부부",레지나레나 - 용서받지 못한 그대에게,버그이터,원작은 완결난 지 한참 됐습니다만,찌질하지만 로맨스는 하고 싶어,사랑의 헌옷수거함,말박왕,루크 비셸 따라잡기,아마도,최후의 금빛아이,모스크바의 여명,백호랑,경비실에서 안내방송 드립니다,입술이 예쁜 남자,달로 만든 아이,싸이코 리벤지,그림자 신부,파견체,왕따협상,매지컬 급식:암살법사,나만의 고막남친,모락모락 왕세자님,지옥연애환담,모노마니아,악녀 18세 공략기,흔들리는 세계로부터,역주행!,디나운스,사막에 핀 달,결혼공략,헬로맨스,슈퍼스타 천대리,오로지 오로라,남주서치,기사님을 지켜줘,별을 쫓는 소년들,김부장,여신강림,대학원 탈출일지,마루는 강쥐,1을 줄게,내가 키운 S급들,멸망 이후의 세계,시체기사 군터,용사가 돌아왔다,중증외상센터 : 골든 아워,삼국지톡,악몽의 형상,랜덤채팅의 그녀!,집이 없어,천마는 평범하게 살 수 없다,하북팽가 막내아들,초인의 게임,호랑이 들어와요,원주민 공포만화,여우자매,에이머,왕게임,윌유메리미,덴큐,올가미
북부 공작님을 유혹하겠습니다,18677.344412972467,10964.434192777397,12054.846253836413,16648.442650215507,12790.957250447718,20031.3412511111,9225.935326500185,2100.3551778906544,7268.90317935731,10870.557438991927,14505.765274110505,4191.444876768517,1784.8292441056972,10010.507420199036,15308.68038222198,15149.707984666944,7115.927814602512,14496.26391822692,667.5316947695076,16021.197681223934,276.50159046810575,15727.641104248014,2947.183241280325,2068.8677450939194,12517.093293782513,0.0,2307.826024830354,11500.119073591217,958.712853394077,9657.205085672718,17931.884961702457,13766.436693881633,12254.533391791878,11369.92399716953,11506.684216586522,8734.730616543568,29880.06963729181,13022.54639366459,1620.4098788238,2823.9041805791835,9925.735202937396,3954.0971174882857,11150.817184061254,5148.402456568418,13944.749834405478,19719.532745379,5014.09725342068,5317.563857524516,6497.3942889070295,15215.659274317562,4517.892768409669,26656.946913839143,21513.051706747683,1077.0647069306535,13397.563710164528,20049.726585181263,7268.675632585057,10232.876900864983,25618.88075256885,5169.482189633183,3705.685915710046,14823.063809212908,16000.891920172046,1765.047995160582,7837.376416160339,7703.357122444928,14921.272084716082,13915.193727125185,5055.546937359296,827.3585731684865,20088.804378523146,8221.511362571433,8507.715213494801,8231.976538095902,8131.211323327831,10430.469174629598,984.4955367013446,1788.18991123202,4377.537930541995,17275.968613666355,10495.031523868598,13721.95517918157,1348.3898809871816,12400.035441686196,16018.2521823214,21742.850913751936,27730.553242465376,24082.87301131281,2961.0352060705886,16121.373329093129,17545.579262346746,13859.911401784386,10555.185156506395,6099.106096759397,14180.4814093922,23791.53878101556,3682.222627774125,26634.07798675101,12970.080864401132,4948.730770866959
신군,20599.02740419317,12941.371858091414,14003.9058939528,18530.86737094767,14743.99192375551,21952.407120067564,6943.82809627479,871.1289673115366,9229.13547749388,12745.97657659529,16344.837131399565,6191.132494887282,1506.9697217830785,11888.261230894384,17276.371458689755,17028.749508537243,9069.36519648617,16357.790641140256,2185.161700778414,17918.191958783525,2411.195240442762,17719.282655251325,4989.978668065959,3832.387483315208,14436.553512657854,2307.826024830354,0.0,13398.580970363044,1887.0918008899523,11579.511606905297,19819.309771796143,15680.98847176758,14237.459035154592,13202.0491298359,13327.43791254306,10724.858694732437,31785.517756147827,14959.363541835082,2112.338601361171,4640.898642792803,11989.499313520986,5200.154843780048,13093.873061178168,7210.919897172133,15833.803553337006,21572.848197340787,6965.032274355251,7173.456092772366,8321.866287824647,17138.371599894843,6231.187411112267,28594.316296029767,23399.38568095238,1271.9886309156525,15299.340962253444,21845.80054534914,9086.994729141614,12195.470968806154,27549.45491450606,7027.434867515459,5565.173677347361,16701.901404371467,17948.130597081614,3681.578631966436,9894.895601059294,9576.920411948931,16881.499532172445,15847.308458154444,6800.78209283748,1580.0102361741956,21960.69225938704,10186.912896219515,10317.764365088384,10194.993501841178,10073.817345430089,12426.112264044832,2905.790374768804,4004.143739482563,6373.291263610845,19167.2203797028,12395.94426874034,11780.298065357058,3179.539998453793,14379.510465919016,17935.601105696554,23590.958597974422,29685.28353334376,26047.25131892068,4961.289880950312,18018.973239870906,19545.28023467456,15837.662795095908,12504.036377997314,8311.568872055557,16055.454439923004,25740.02531600241,5621.81364583573,28581.57748456963,14704.163098337196,7149.015930934481
파운더,7200.471631595839,909.9363616948872,769.1345800536113,5148.585203995805,1433.794395897329,8554.050723133054,20010.876859371045,13534.541321428438,4237.313261208042,675.4125676139504,3040.6505912501125,7309.2023854552035,13282.894313211176,1513.3448211210234,3925.421361170168,3649.761191195313,4386.876039336067,3005.4921295793097,12063.44620781183,4525.0142872183005,11270.30851160767,4412.729955475981,8553.498678138048,9583.01587837563,1049.8185929684778,11500.119073591217,13398.580970363044,0.0,12429.195490258018,1846.021181548021,6433.5089318459695,2283.1257970773486,1178.2040777165855,624.1558282994185,706.2091738337592,2841.679812172304,18394.010092209468,1592.7583721383048,11332.12033108022,8771.700589534421,2215.632233441572,8449.335719219103,538.133984289764,6400.182607601447,2444.728470296315,8221.669382415139,6487.297856734092,6228.330413267037,5079.134780829171,3740.9821232789695,7179.578651155289,15195.774981653827,10015.885446615654,12227.191699570489,1901.6974670825373,8589.694878247583,4321.7314887891325,1373.7785468434006,14150.960015192935,6375.402473593079,7848.199090744716,3323.308831228333,4563.366449867606,9791.10692018222,3855.206691960155,3822.02647074313,3522.8015425522267,2460.374663129407,6608.718872240666,11925.170742257784,8588.743551266522,3299.682981953546,3121.0513106805224,3287.048908224168,3372.8390221432583,1384.9894043897434,10608.205591918671,9768.391003743856,7123.21342942944,5778.381398768827,1005.6338120937176,25164.36150377524,10280.262731767232,1258.0548075785482,4537.027123925876,10244.994009316872,16289.25950667544,12657.343663825386,8541.204097997615,4625.545536201892,6226.800225316715,2551.0539481980754,1035.0260851708167,6029.923122095703,2682.6969474150064,12343.763376692636,7829.478912929614,15184.166876567526,2056.4939444833035,6902.897970448275
꿈의 기업,19595.602484212344,11876.935493199411,12972.60561590664,17575.92677135571,13706.862500241614,20949.00761623608,8577.919272588337,1364.0808181311943,8193.561889449777,11804.5139078926,15442.04375521021,5121.385087458598,869.5386969003664,10945.249129319944,16218.333024786916,16078.851562267238,8042.522229886164,15428.959692147291,388.1907913098596,16946.30957123977,1224.0282418592485,16630.394418380576,3878.3753087480327,3024.888277694788,13440.810840337108,958.712853394077,1887.0918008899523,12429.195490258018,0.0,10584.382404084245,18857.645910950992,14689.86519824649,13163.541019372082,12309.931088350551,12448.09809508186,9648.211468534442,30797.768173025343,13941.944315573735,2202.344505833293,3782.241576428981,10813.344207460616,4875.4009948652,12071.198145570706,6054.627192602616,14873.027248877168,20650.571352508872,5949.227867087924,6265.506779289592,7445.720423113628,16136.070820978452,5476.319032635136,27568.206702138523,22437.29190123089,1088.724380768518,14323.917589478162,20989.31287610108,8216.12310828175,11150.18847748218,26532.093465720307,6117.659128050641,4659.029147269399,15752.49269006941,16915.065718629932,2723.539758382293,8732.958253043927,8642.824072921598,15833.181827763006,14834.71029159034,6012.445584724627,1100.8243800190437,21016.395738009232,9142.387039380044,9454.044797192031,9153.379278097094,9057.35886702696,11338.888377258549,1937.0495467531025,2672.105204275965,5307.097656952094,18201.37679284997,11424.999488537627,12842.45690564318,2300.365363583782,13309.768830667748,16939.189463407016,22673.95632212785,28637.14104417105,24988.178531923782,3901.163111293016,17046.295010118873,18444.49104147838,14768.349834559373,11475.170515172951,6920.584076661927,15111.114897590476,24701.05990437355,4626.65232635385,27542.84675601171,13919.8622897951,5788.366253642936
오빠집이 비어서,9028.712310760462,1425.913773012468,2427.353011075408,6991.709720433412,3167.1933013538824,10383.086421401702,18248.70378227206,11698.15967601538,2391.4732786216227,1256.9658664184196,4878.737571478976,5465.783297731059,11439.16500368711,493.4714708898661,5700.725194328016,5494.700184936482,2541.903206161645,4850.795955082836,10217.989674317789,6364.162785857374,9429.191441224337,6157.893239828971,6710.116923474236,7755.467149886789,2862.709510838341,9657.205085672718,11579.511606905297,1846.021181548021,10584.382404084245,0.0,8274.680632134583,4111.490509918495,2694.97552355677,1837.5750097507555,1997.330817312445,1052.1795997795928,20228.7123430668,3380.053274203191,9527.576110373917,6944.096799642154,1356.2249324005263,6714.29414728008,1517.7697649766833,4555.252175065418,4288.661485240353,10067.309172406804,4646.936428862216,4406.277513991263,3281.3157018873453,5565.302044152595,5382.203349414311,17020.15855366809,11856.092936289244,10396.84548830159,3740.358738699049,10431.495307055597,2549.059756910261,692.6120753696164,15977.66112724208,4552.090227417773,6019.33506006605,5168.545342395717,6368.709158162178,7955.284038846839,2083.298184209876,2014.2660737955969,5303.799962373725,4269.470177364431,4813.423789236894,10093.26543942816,10432.20607446287,1457.417202954975,1462.7840018567251,1443.9933300959383,1527.1401883399633,1045.9586106494653,8771.408428566067,7922.510203594827,5279.708591564192,7618.80624750949,848.2618625598479,23334.40164593463,8446.865422813762,2829.3899887480784,6366.064317376725,12090.55439837068,18106.8712745419,14467.739960945935,6700.074338678205,6464.40892859369,7984.459969553191,4272.779320043808,941.9633464347962,4280.726488738663,4528.692563750788,14162.118663683568,5991.95388420643,17004.434154714516,3608.887596140874,5086.147429356051
미니어처 생활백서,915.3001079794324,7010.125667900336,5899.298062065501,1288.6168276443775,5178.350958635846,2178.6984957710847,26341.000736690377,19967.69387887063,10664.25370051696,7075.717056350999,3505.6782034193866,13740.453664902712,19713.59548776457,7935.490365355333,2812.525556135393,2790.561292899533,10816.209106014056,3466.7959127470176,18489.53455359962,1911.5938435175303,17703.321411293327,2613.7727013396925,14984.77455659656,16012.621316869756,5417.432000134227,17931.884961702457,19819.309771796143,6433.5089318459695,18857.645910950992,8274.680632134583,0.0,4169.399210744109,5760.56504136194,6624.907524386568,6507.47585342556,9222.721944647285,11966.208627856857,4927.713960975676,17739.79422922365,15201.707468941866,8207.73790389099,14789.000943609331,6790.816014238717,12813.845566122374,3989.508982318105,1840.1817216283955,12920.394711683408,12657.35814854514,11498.164452878083,2741.533294341798,13590.105314642273,8797.903784445112,3582.531028251484,18657.66440029689,4534.322183361805,2450.465583214543,10732.346919330446,7716.625666970217,7747.693736938723,12804.871754864756,14279.268833081327,3117.4240493768225,2076.6335601592946,16224.31186615326,10188.219245949953,10250.471978978696,3136.195223630461,4038.812440765342,13019.678825396162,18356.59938143477,2162.7295290655634,9716.266558806745,9504.883937450128,9704.95450031848,9800.979045272365,7562.1004665438595,17041.564042611655,16192.087633478784,13554.3722020667,656.6036537799754,7439.140199249058,31592.717777254853,16712.65299571349,5611.541734967873,1943.564222668807,3840.419862194194,9912.016316127558,6330.489242546655,14974.133998410693,1811.9206383129133,1721.9732225202042,4204.149554425029,7386.684968099321,12268.447913358072,3763.863706771269,5981.809074176524,14262.98282113164,8800.668548441276,5332.916617433668,13244.542765597856
우산 없는 애,4918.892143980328,2852.592150139687,1737.6530809742055,2895.185122086413,1051.01853530579,6272.989056707584,22283.260481304293,15809.573803505917,6497.597222436528,2945.147790507809,1099.5150566218772,9575.253629146631,15546.994251751796,3795.992182108004,1702.5572887154328,1428.3930261103778,6650.694051793204,925.7806360509032,14321.00668438838,2257.9493606982296,13539.912041197163,2229.780270958458,10819.30266302784,11862.955357100309,1249.348121857616,13766.436693881633,15680.98847176758,2283.1257970773486,14689.86519824649,4111.490509918495,4169.399210744109,0.0,1668.136041073158,2575.255239946147,2491.3888170578093,5054.046505302083,16117.24090439319,775.142569745309,13615.179121976256,11051.523781852437,4105.0674580431205,10718.876751629952,2621.5077294574485,8644.451651248264,332.4564126810708,5980.588447080337,8758.310402354437,8509.316645683582,7362.254357074708,1457.8621340376335,9462.567447964071,12913.410116369378,7747.426704686721,14506.144025128957,401.8412187046893,6410.717507221401,6604.216825599266,3547.9793876046324,11869.240012318,8656.113791286094,10127.393418742377,1118.7994538782302,2289.2799977153213,12066.516505732918,6028.092138657104,6104.074400601203,1303.402180439098,257.36635888672464,8891.682987645905,14203.2926966505,6331.019807507769,5547.641895924425,5395.649574874927,5536.525940877491,5635.487995752579,3408.4937993448007,12882.82829036581,12023.23042495464,9389.136202923204,3512.813416950386,3285.1708738805746,27443.847341200108,12557.404274630666,1523.964053877793,2255.349337573867,8000.145697664983,14006.134482991703,10375.053030013174,10811.019822925253,2357.479471958356,3993.566934921043,762.6886837347662,3217.300278311488,8140.391565186396,596.5640346214093,10060.637681365586,10103.387290696386,12901.149994609046,2029.3736700973536,9087.938697021436
제왕: 빛과 그림자,6446.896831835259,1296.0888661440165,426.409463747105,4514.242378015364,619.729321908214,7796.228045599023,20940.616274128268,14320.253467142602,5009.1694365218045,1788.0580370260427,2700.098809893018,8075.956140938347,14026.647530256296,2507.850703561114,3054.793242716481,3088.415031914791,5168.33710097551,2571.7387314400416,12789.23950471728,3866.6258697204817,12037.15197544394,3481.9304030582653,9314.190822794675,10406.049905053482,724.5969601399665,12254.533391791878,14237.459035154592,1178.2040777165855,13163.541019372082,2694.97552355677,5760.56504136194,1668.136041073158,0.0,1766.642998663282,1796.3478399969683,3521.636619762084,17640.105090787765,905.6904066715236,12203.013046529992,9596.59066507563,2452.661460986648,9408.696277922769,1199.1258826512435,7109.122022434906,1950.7765595148337,7592.156469925494,7277.171022696915,7075.28779870016,5971.269264451504,3019.6356654703163,8067.844844602435,14404.682131044565,9310.968293324107,13036.862802579464,1421.8617561131282,8060.127289780969,5244.0315890672,2044.7231148698336,13369.360588776177,7218.961926216356,8672.363155287123,2785.654804954509,3757.5746352886126,10586.666577056896,4444.829024082294,4704.953028514382,2671.758223833933,1737.371879710807,7501.047456673783,12730.241757090673,7920.196301358491,4050.976125945357,4111.316449348655,4042.6354094139087,4165.748621531838,1824.652966453436,11397.765880041248,10491.58661810546,7890.441493960263,5107.335341276483,1975.745127584004,25964.992156723867,11083.511136573155,149.03689863297947,3817.9615244696975,9600.96774323224,15476.036125945062,11828.82207396534,9316.583737189996,3962.627489513079,5307.890063725356,1605.3929216463555,1753.2014411859457,6508.715409735862,2228.1117240340814,11537.732869703765,8624.896623804705,14379.918692960546,2545.5997451994576,7491.088637771914
다시쓰는 연애사,7431.515207087839,1387.405756778769,1342.27303634111,5336.724959767763,1901.7821152440888,8778.055233971283,19734.880634327936,13376.353840167674,4162.220899858483,609.9877426855535,3144.13247497606,7192.938580079227,13154.750681602449,1393.0198807491788,4269.928463166476,3837.901663853176,4300.7875619946535,3158.5447903383,11951.189135470104,4739.07721130232,11132.168422279214,4782.506363492684,8432.546279484013,9410.880148338005,1455.4781140497964,11369.92399716953,13202.0491298359,624.1558282994185,12309.931088350551,1837.5750097507555,6624.907524386568,2575.255239946147,1766.642998663282,0.0,164.6063852514102,2888.0640640127403,18587.907282355754,1993.4234017072945,11116.882069189614,8602.302348133057,2561.1571479870368,8172.662798435049,1031.4191620248048,6334.175641167702,2666.690029080782,8371.709135778043,6361.780375496064,6061.60112582369,4890.100242101684,4009.720245983044,6970.87046703377,15418.54954463965,10200.102781665051,12055.209589988151,2174.3638694866854,8679.821660732738,4119.630596519006,1584.0512002317537,14369.719299810811,6209.803848996009,7685.101515738669,3512.702602003542,4858.209377733407,9638.316674000607,3919.687448359656,3667.114596362592,3866.9232591044456,2788.2831109988824,6401.425943950168,11757.438307006629,8759.08094813831,3270.7384721504527,2884.384689975668,3255.3306189704463,3308.322833943445,1732.2442971711494,10456.29615320139,9667.054185177987,7008.227179187167,5976.988583704787,1033.5159299177585,24980.62611556828,10119.71524936397,1825.6308107155392,4784.056096370694,10391.759382446658,16524.576903310877,12909.8997362358,8409.75286214397,4839.834372889246,6567.898159229818,2977.676463602772,1293.3787841690269,6116.827721495191,2867.103569250821,12582.579834857885,7688.096276854894,15415.487446338528,1781.1813831976997,6911.890674897222
굿바이 유교보이,7321.35596500149,1524.2847982144226,1369.9473607203315,5220.200562880509,1876.7367996965525,8665.540383409789,19843.31783626285,13508.294555722994,4310.527823564164,774.5938817892229,3017.5137195646203,7333.287205347474,13291.438797622286,1546.6494703121598,4191.599015417762,3724.560626776952,4447.615217742667,3040.844125640969,12090.443098458692,4628.780034826456,11267.78355229822,4709.916118547226,8571.616827224025,9541.598779378342,1419.6193874717596,11506.684216586522,13327.43791254306,706.2091738337592,12448.09809508186,1997.330817312445,6507.47585342556,2491.3888170578093,1796.3478399969683,164.6063852514102,0.0,3048.6356630862083,18466.989548141813,1945.39964793211,11239.349016816595,8733.818312189758,2719.6829527791274,8283.903792096657,1160.4548948952988,6481.513952909418,2565.799031611491,8245.41946003606,6501.36018904744,6195.18041167047,5021.322971914199,3913.198932266218,7096.522827238203,15303.704845869794,10079.137582793466,12185.144235012289,2089.560214065094,8543.66740510315,4249.910358095869,1747.4725788758517,14254.26577764203,6343.435406869495,7818.113743177779,3400.6926137798905,4765.764539775878,9772.102293756649,4080.212547686829,3805.872140733278,3789.726635629769,2711.965966243248,6527.793332212868,11888.158947209782,8636.199723980531,3425.173430705017,3012.001566823917,3409.541817670899,3459.217253518743,1888.329122953572,10589.95217802701,9808.424021727013,7148.862299794715,5861.657198934086,1197.88752105355,25106.98727391317,10252.089824941351,1842.7721719497576,4680.7024650763005,10264.02707481799,16412.11273796897,12801.815226697052,8547.300596475394,4729.387204012912,6484.598888275494,2928.823749662607,1453.4346137870775,6277.554339314574,2757.019902309123,12471.655058579749,7824.505649623815,15302.382831177152,1617.5960475606948,7066.673084331559
오늘의 비너스,9948.081272417328,2229.704878886905,3326.4624674361385,7948.395938512452,4058.8505187842966,11301.11439413677,17477.90472770901,10798.62162477529,1500.779938004731,2298.3508022661845,5881.61905039038,4554.422576727119,10509.45125383997,1528.9732337763412,6574.365816469974,6462.413486441922,1662.9879102305763,5837.80636151756,9276.102947585568,7311.756214015965,8515.947444637415,7001.067587069711,5792.75687386302,6892.474726044018,3809.674884632043,8734.730616543568,10724.858694732437,2841.679812172304,9648.211468534442,1052.1795997795928,9222.721944647285,5054.046505302083,3521.636619762084,2888.0640640127403,3048.6356630862083,0.0,21149.66472778601,4297.486714215426,8708.748430464231,6085.203727491611,1408.5009963476134,6032.345792506321,2433.1146023340816,3594.87434582693,5256.989878592787,11032.443968492837,3760.181761150804,3590.0850523282693,2565.5308363455465,6491.643374466523,4610.196684980323,17922.281192493734,12796.54492177893,9517.594036061537,4700.6688895975885,11425.508496325794,1949.386692884248,1506.1157184345652,16884.770839603072,3729.5889530269214,5163.163932715703,6138.781969857682,7267.072634365687,7066.483179395755,1031.6238979220864,1380.2839526519083,6186.554734973364,5189.7282351773465,4055.751278868184,9210.37387730946,11384.874183079914,561.8195336083382,1353.6342974907716,559.9851416746346,728.5672062456221,1701.8388973962233,7876.613906802704,6977.5732589142335,4368.989616002316,8566.135723867494,1877.7513977953283,22443.39213591849,7564.215571185639,3666.3387726236992,7295.137874656898,13053.442697522529,18996.77169425295,15350.170108870265,5795.097693638049,7411.039730124397,8824.612376539611,5126.74640104418,1838.7293213267071,3228.9225827696737,5507.69799397921,15056.887734118607,5106.514892519361,17899.525949654446,4661.066109054131,4061.258945456485
칼가는 소녀,11202.735994513543,18921.81849166848,17825.64514929521,13254.685809543167,17090.90787363836,9848.897419758025,38262.74347665925,31926.801328162343,22612.09940980816,19040.923515662023,15452.12524571281,25690.289706999512,31658.027091735297,19900.045488798125,14588.339674120743,14756.769756562402,22766.366828515904,15429.68358659728,30425.652449208137,13869.567680060987,29655.745076267795,14203.105257622075,26933.673093600937,27976.640336844022,17366.11638426784,29880.06963729181,31785.517756147827,18394.010092209468,30797.768173025343,20228.7123430668,11966.208627856857,16117.24090439319,17640.105090787765,18587.907282355754,18466.989548141813,21149.66472778601,0.0,16857.526619962286,29704.662687225777,27165.44432898744,20039.557168981457,26735.807710997506,18729.31446753356,24744.169426249544,15953.2694633042,10237.372194650789,24875.3267386076,24621.478742054165,23464.20052774113,14664.943365890673,25556.04683784219,3289.608765500532,8387.899846742623,30621.143537432126,16492.40169952474,10092.39801857348,22698.551232385104,19647.988095250632,4286.461048145552,24768.786747288952,26242.18145470364,15083.618989127408,13884.00474181586,28183.64591489252,22083.76109409893,22214.51401602617,14968.374337382804,15964.910916215244,24985.717927915983,30319.159674623745,9832.483842425783,21658.55967459697,21470.16568934257,21648.13173518772,21751.55073438368,19463.432360374845,29000.06192602691,28127.170295487653,25504.18808457852,12618.643626203757,19399.16928793977,43557.74289578676,28673.930189346105,17492.894772706768,13863.01107565801,8246.103192158556,2420.7098473572323,5914.404846779931,26927.40846215433,13768.911809974816,12427.457739897523,16038.801153093167,19324.886171823586,24083.31635228669,15730.069184482758,6140.402811362611,26220.6268971911,3367.0586585023702,17188.21093377841,25115.75284801617
하루의 하루,5654.828907766277,2083.736262603557,971.66862001864,3661.304296058555,287.597131294064,7008.9513000781935,21598.59500274421,15073.21229913476,5755.119358619161,2267.7565387891927,1797.3104202773695,8833.125663198065,14801.046878467603,3097.0631807605296,2334.30311434519,2203.497848406507,5910.172073964129,1666.2374414489727,13571.405898425097,3019.2067204153336,12798.709194160294,2820.658184332793,10076.235016057792,11135.280911943582,547.7654674940992,13022.54639366459,14959.363541835082,1592.7583721383048,13941.944315573735,3380.053274203191,4927.713960975676,775.142569745309,905.6904066715236,1993.4234017072945,1945.39964793211,4297.486714215426,16857.526619962286,0.0,12903.115173260712,10323.965376497605,3330.2722957826613,10039.509166044138,1871.9002000072587,7891.536212470418,1045.320767899261,6746.735661235081,8020.856020290071,7785.936408774715,6650.5142323211085,2194.392473524243,8752.963600141795,13641.64395104994,8499.069214999596,13775.72997800963,526.7986936591711,7185.428953771628,5900.372932892953,2792.377748790646,12600.315295701608,7931.945105138829,9399.11688517072,1892.7832053122088,2988.7762437590554,11331.743360680057,5261.702894726659,5386.639820224922,1932.7327152875623,892.7698552270348,8182.672010879849,13471.567098958203,7090.43132349576,4801.035052722675,4711.125393533702,4790.617656972847,4896.296523024814,2638.1032945364914,12146.81170523885,11272.989217401497,8647.048186565498,4271.421645489033,2573.1409255504927,26712.68351020055,11824.727066519175,767.9030865323265,2997.809315411426,8763.858548492226,14726.875009396525,11088.011031595935,10071.125176166024,3117.669204214527,4634.388823136395,984.444394810212,2467.3614414908125,7366.496131633012,1322.4585383860085,10782.289188725388,9367.853597482768,13624.783506754471,2027.0520997435344,8320.229162998674
세번째 로망스,18529.27521309071,10908.177570402411,11954.887577229434,16451.1878212592,12694.768121408884,19881.27720121229,8793.411515092454,2523.1174513856995,7208.076778232745,10673.77180988257,14256.54165475032,4243.631915191249,2665.798178011167,9819.27965904792,15228.287655985723,14949.829761341702,7046.26167768529,14274.981680762028,2134.3173253942896,15843.434977979055,1444.533779005062,15681.301299332035,3132.8059567872865,1884.001422908868,12374.959293926184,1620.4098788238,2112.338601361171,11332.12033108022,2202.344505833293,9527.576110373917,17739.79422922365,13615.179121976256,12203.013046529992,11116.882069189614,11239.349016816595,8708.748430464231,29704.662687225777,12903.115173260712,0.0,2650.636529340461,10011.929440648266,3092.9384598309,11044.98344483653,5284.96462661122,13759.489078771938,19483.378131778383,4967.786672424568,5127.803241717451,6253.56369813549,15073.033749934388,4152.712761111383,26524.53053227879,21316.958792686182,1251.0644945379513,13229.932097385994,19745.29932372328,7011.912118965161,10158.317653128654,25477.910194797165,4984.640977658943,3555.111382306351,14623.344037874956,15890.642011073478,1864.674123425128,7927.490023346811,7516.523421979121,14830.929590233533,13787.49324323974,4723.633192671284,1109.3926289611086,19875.413197664115,8161.350161277035,8234.914754528336,8168.196751156077,8038.111652692795,10404.372100769784,1346.1501582772355,2481.24950375275,4417.701782476985,17089.407641668975,10333.131069523171,13878.940670406426,1420.2832759465073,12343.01457033897,15867.328996917317,21499.234615897392,27621.099407227022,23988.689979612307,3069.605415516554,15944.280984746454,17508.35035895511,13796.802814856308,10459.572314776688,6536.471034047413,13976.694478078518,23675.661789881942,3653.976994298736,26515.304731661123,12599.420768933116,5381.114372598145
"또다시, 계약 부부",15970.396436871128,8300.508422369918,9365.772898560674,13914.371961022884,10105.674263132903,17324.50675051438,11443.84429446514,4774.539721189951,4588.356576044091,8126.223995988565,11745.69606730347,1595.8235423405984,4591.919853145435,7266.223034762481,12637.12206847887,12412.443464919215,4428.47651012932,11748.170621550518,3457.665135247584,13295.90627265057,2566.5436023676,13078.45293641106,712.4558710635531,811.4468265674831,9804.742249136449,2823.9041805791835,4640.898642792803,8771.700589534421,3782.241576428981,6944.096799642154,15201.707468941866,11051.523781852437,9596.59066507563,8602.302348133057,8733.818312189758,6085.203727491611,27165.44432898744,10323.965376497605,2650.636529340461,0.0,7368.263819701132,1609.062668548538,8456.077315435758,2639.0692615773964,11212.67559509253,16970.780975841484,2327.9441985545955,2544.3964119251327,3712.5055724991,12507.676028346268,1694.1012640886909,23963.753453788093,18783.975339512184,3455.9584429280344,10673.397983596904,17274.472913901678,4484.064296322718,7555.024638149356,22920.500146499744,2396.8358612409784,924.9775237488532,12085.398223360638,13312.2357660373,1058.9329931448592,5279.7801879535855,4951.246675300808,12243.060505771027,11213.490572878589,2235.493996960321,3155.813636697277,17350.51657756847,5546.030220091992,5723.45030360189,5554.094911247499,5433.765199566135,7785.89577419555,1866.8846191363689,1454.9952502561391,1767.633867027917,14547.796325514935,7767.022365669579,16392.674248091625,1520.07508591581,9738.740021053542,13306.86676634794,18992.4012001764,25050.826571969235,21410.385182348047,577.6865008177258,13396.54603110436,14904.387093211048,11197.20233101751,7865.030034312252,3972.4421437843807,11439.897305596984,21106.19840463048,1003.746916937615,23948.52813547947,10167.639391489514,2856.143455490142
